序号,学校名称,所在省,机构/学校编号,所在地市,主管部门,办学层次,办学性质,机构/学校标签,备注2,,,,,,,
2299,铜仁职业技术学院,贵州省,GZ_042,铜仁市,贵州省,专科,公办,,,,,,,,,
2300,黔西南民族职业技术学院,贵州省,GZ_043,黔西南布依族苗族自治州,贵州省,专科,公办,,,,,,,,,
2301,贵州轻工职业技术学院,贵州省,GZ_044,贵阳市,贵州省,专科,公办,,,,,,,,,
2302,遵义医药高等专科学校,贵州省,GZ_045,遵义市,贵州省,专科,公办,,,,,,,,,
2303,贵阳护理职业学院,贵州省,GZ_046,贵阳市,贵州省,专科,公办,,,,,,,,,
2304,贵阳职业技术学院,贵州省,GZ_047,贵阳市,贵州省,专科,公办,,,,,,,,,
2305,毕节职业技术学院,贵州省,GZ_048,毕节市,贵州省,专科,公办,,,,,,,,,
2306,贵州职业技术学院,贵州省,GZ_049,贵阳市,贵州省,专科,公办,,,,,,,,,
2307,贵州盛华职业学院,贵州省,GZ_050,黔南布依族苗族自治州,贵州省教育厅,专科,民办,,,,,,,,,
2308,贵州工商职业学院,贵州省,GZ_051,贵阳市,贵州省教育厅,专科,民办,,,,,,,,,
2309,贵阳幼儿师范高等专科学校,贵州省,GZ_052,贵阳市,贵州省,专科,公办,,,,,,,,,
2310,铜仁幼儿师范高等专科学校,贵州省,GZ_053,铜仁市,贵州省,专科,公办,,,,,,,,,
2311,"黔南民族幼儿师范高等专科
学校",贵州省,GZ_054,黔南布依族苗族自治州,贵州省,专科,公办,,,,,,,,,
2312,毕节医学高等专科学校,贵州省,GZ_055,毕节市,贵州省,专科,公办,,,,,,,,,
2313,贵州建设职业技术学院,贵州省,GZ_056,贵阳市,贵州省,专科,公办,,,,,,,,,
2314,毕节幼儿师范高等专科学校,贵州省,GZ_057,毕节市,贵州省,专科,公办,,,,,,,,,
2315,贵州农业职业学院,贵州省,GZ_058,贵阳市,贵州省,专科,公办,,,,,,,,,
2316,贵州工程职业学院,贵州省,GZ_059,铜仁市,贵州省教育厅,专科,民办,,,,,,,,,
2317,贵州工贸职业学院,贵州省,GZ_060,毕节市,贵州省教育厅,专科,民办,,,,,,,,,
2318,贵州水利水电职业技术学院,贵州省,GZ_061,贵阳市,贵州省,专科,公办,,,,,,,,,
2319,贵州电子商务职业技术学院,贵州省,GZ_062,贵阳市,贵州省,专科,公办,,,,,,,,,
2320,贵州应用技术职业学院,贵州省,GZ_063,黔南布依族苗族自治州,贵州省教育厅,专科,民办,,,,,,,,,
2321,贵州电子科技职业学院,贵州省,GZ_064,贵阳市,贵州省,专科,公办,,,,,,,,,
2322,贵州装备制造职业学院,贵州省,GZ_065,贵阳市,贵州省,专科,公办,,,,,,,,,
2323,贵州健康职业学院,贵州省,GZ_066,铜仁市,贵州省,专科,公办,,,,,,,,,
2324,贵州食品工程职业学院,贵州省,GZ_067,贵阳市,贵州省,专科,公办,,,,,,,,,
2325,贵州经贸职业技术学院,贵州省,GZ_068,黔南布依族苗族自治州,贵州省,专科,公办,,,,,,,,,
2326,贵州护理职业技术学院,贵州省,GZ_069,黔南布依族苗族自治州,贵州省,专科,公办,,,,,,,,,
2327,贵州航空职业技术学院,贵州省,GZ_070,贵阳市,贵州省,专科,公办,,,,,,,,,
2328,云南大学,云南省,YN_001,昆明市,云南省,本科,公办,211,云南省（77所）,,,,,,,
2329,昆明理工大学,云南省,YN_002,昆明市,云南省,本科,公办,,,,,,,,,
2330,云南农业大学,云南省,YN_003,昆明市,云南省,本科,公办,,,,,,,,,
2331,西南林业大学,云南省,YN_004,昆明市,云南省,本科,公办,,,,,,,,,
2332,昆明医科大学,云南省,YN_005,昆明市,云南省,本科,公办,,,,,,,,,
2333,大理大学,云南省,YN_006,"大理白族
自治州",云南省,本科,公办,,,,,,,,,
2334,云南中医学院,云南省,YN_007,昆明市,云南省,本科,公办,,,,,,,,,
2335,云南师范大学,云南省,YN_008,昆明市,云南省,本科,公办,,,,,,,,,
2336,昭通学院,云南省,YN_009,昭通市,云南省,本科,公办,,,,,,,,,
2337,曲靖师范学院,云南省,YN_010,曲靖市,云南省,本科,公办,,,,,,,,,
2338,普洱学院,云南省,YN_011,普洱市,云南省,本科,公办,,,,,,,,,
2339,保山学院,云南省,YN_012,保山市,云南省,本科,公办,,,,,,,,,
2340,红河学院,云南省,YN_013,红河哈尼族彝族自治州,云南省,本科,公办,,,,,,,,,
2341,云南财经大学,云南省,YN_014,昆明市,云南省,本科,公办,,,,,,,,,
2342,云南艺术学院,云南省,YN_015,昆明市,云南省,本科,公办,,,,,,,,,
2343,云南民族大学,云南省,YN_016,昆明市,云南省,本科,公办,,,,,,,,,
2344,玉溪师范学院,云南省,YN_017,玉溪市,云南省,本科,公办,,,,,,,,,
2345,楚雄师范学院,云南省,YN_018,"楚雄彝族
自治州",云南省,本科,公办,,,,,,,,,
2346,云南警官学院,云南省,YN_019,昆明市,云南省,本科,公办,,,,,,,,,
2347,昆明学院,云南省,YN_020,昆明市,云南省,本科,公办,,,,,,,,,
2348,文山学院,云南省,YN_021,文山壮族苗族自治州,云南省,本科,公办,,,,,,,,,
2349,云南经济管理学院,云南省,YN_022,昆明市,云南省教育厅,本科,民办,,,,,,,,,
2350,云南大学滇池学院,云南省,YN_023,昆明市,云南省教育厅,本科,民办,,,,,,,,,
2351,云南大学旅游文化学院,云南省,YN_024,丽江市,云南省教育厅,本科,民办,,,,,,,,,
2352,昆明理工大学津桥学院,云南省,YN_025,昆明市,云南省教育厅,本科,民办,,,,,,,,,
2353,云南师范大学商学院,云南省,YN_026,昆明市,云南省教育厅,本科,民办,,,,,,,,,
2354,云南师范大学文理学院,云南省,YN_027,昆明市,云南省教育厅,本科,民办,,,,,,,,,
2355,昆明医科大学海源学院,云南省,YN_028,昆明市,云南省教育厅,本科,民办,,,,,,,,,
2356,云南艺术学院文华学院,云南省,YN_029,昆明市,云南省教育厅,本科,民办,,,,,,,,,
2357,云南工商学院,云南省,YN_030,昆明市,云南省教育厅,本科,民办,,,,,,,,,
2358,滇西科技师范学院,云南省,YN_031,临沧市,云南省,本科,公办,,,,,,,,,
2359,滇西应用技术大学,云南省,YN_032,"大理白族
自治州",云南省,本科,公办,,,,,,,,,
2360,昆明冶金高等专科学校,云南省,YN_033,昆明市,云南省,专科,公办,,,,,,,,,
2361,云南国土资源职业学院,云南省,YN_034,昆明市,云南省,专科,公办,,,,,,,,,
2362,云南交通职业技术学院,云南省,YN_035,昆明市,云南省,专科,公办,,,,,,,,,
2363,昆明工业职业技术学院,云南省,YN_036,昆明市,云南省,专科,公办,,,,,,,,,
2364,云南农业职业技术学院,云南省,YN_037,昆明市,云南省,专科,公办,,,,,,,,,
2365,云南司法警官职业学院,云南省,YN_038,昆明市,云南省,专科,公办,,,,,,,,,
2366,云南文化艺术职业学院,云南省,YN_039,昆明市,云南省,专科,公办,,,,,,,,,
2367,云南体育运动职业技术学院,云南省,YN_040,昆明市,云南省,专科,公办,,,,,,,,,
2368,云南科技信息职业学院,云南省,YN_041,昆明市,云南省教育厅,专科,民办,,,,,,,,,
2369,西双版纳职业技术学院,云南省,YN_042,西双版纳傣族自治州,云南省,专科,公办,,,,,,,,,
2370,昆明艺术职业学院,云南省,YN_043,昆明市,云南省教育厅,专科,民办,,,,,,,,,
2371,玉溪农业职业技术学院,云南省,YN_044,玉溪市,云南省,专科,公办,,,,,,,,,
2372,云南能源职业技术学院,云南省,YN_045,曲靖市,云南省,专科,公办,,,,,,,,,
2373,云南国防工业职业技术学院,云南省,YN_046,昆明市,云南省,专科,公办,,,,,,,,,
2374,云南机电职业技术学院,云南省,YN_047,昆明市,云南省,专科,公办,,,,,,,,,
2375,云南林业职业技术学院,云南省,YN_048,昆明市,云南省,专科,公办,,,,,,,,,
2376,云南城市建设职业学院,云南省,YN_049,昆明市,云南省教育厅,专科,民办,,,,,,,,,
2377,云南工程职业学院,云南省,YN_050,昆明市,云南省教育厅,专科,民办,,,,,,,,,
2378,曲靖医学高等专科学校,云南省,YN_051,曲靖市,云南省,专科,公办,,,,,,,,,
2379,楚雄医药高等专科学校,云南省,YN_052,"楚雄彝族
自治州",云南省,专科,公办,,,,,,,,,
2380,保山中医药高等专科学校,云南省,YN_053,保山市,云南省,专科,公办,,,,,,,,,
2381,丽江师范高等专科学校,云南省,YN_054,丽江市,云南省,专科,公办,,,,,,,,,
2382,德宏师范高等专科学校,云南省,YN_055,德宏傣族景颇族自治州,云南省,专科,公办,,,,,,,,,
2383,云南新兴职业学院,云南省,YN_056,昆明市,云南省教育厅,专科,民办,,,,,,,,,
2384,云南锡业职业技术学院,云南省,YN_057,红河哈尼族彝族自治州,云南省,专科,公办,,,,,,,,,
2385,云南经贸外事职业学院,云南省,YN_058,昆明市,云南省教育厅,专科,民办,,,,,,,,,
2386,云南三鑫职业技术学院,云南省,YN_059,文山壮族苗族自治州,云南省教育厅,专科,民办,,,,,,,,,
2387,德宏职业学院,云南省,YN_060,德宏傣族景颇族自治州,云南省,专科,公办,,,,,,,,,
2388,云南商务职业学院,云南省,YN_061,昆明市,云南省教育厅,专科,民办,,,,,,,,,
2389,昆明卫生职业学院,云南省,YN_062,昆明市,云南省教育厅,专科,民办,,,,,,,,,
2390,云南现代职业技术学院,云南省,YN_063,"楚雄彝族
自治州",云南省教育厅,专科,民办,,,,,,,,,
2391,云南旅游职业学院,云南省,YN_064,昆明市,云南省,专科,公办,,,,,,,,,
2392,红河卫生职业学院,云南省,YN_065,红河哈尼族彝族自治州,云南省,专科,公办,,,,,,,,,
2393,云南外事外语职业学院,云南省,YN_066,昆明市,云南省教育厅,专科,民办,,,,,,,,,
2394,大理农林职业技术学院,云南省,YN_067,"大理白族
自治州",云南省,专科,公办,,,,,,,,,
2395,公安消防部队高等专科学校,云南省,YN_068,昆明市,公安部,专科,公办,,,,,,,,,
2396,云南财经职业学院,云南省,YN_069,昆明市,云南省,专科,公办,,,,,,,,,
2397,昆明铁道职业技术学院,云南省,YN_070,昆明市,云南省,专科,公办,,,,,,,,,
2398,昭通卫生职业学院,云南省,YN_071,昭通市,云南省,专科,公办,,,,,,,,,
2399,大理护理职业学院,云南省,YN_072,大理白族自治州,云南省,专科,公办,,,,,,,,,
2400,云南水利水电职业学院,云南省,YN_073,昆明市,云南省,专科,公办,,,,,,,,,
2401,云南轻纺职业学院,云南省,YN_074,昆明市,云南省,专科,公办,,,,,,,,,
2402,云南特殊教育职业学院,云南省,YN_075,昆明市,云南省,专科,公办,,,,,,,,,
2403,云南工贸职业技术学院,云南省,YN_076,昆明市,云南省,专科,公办,,,,,,,,,
2404,云南交通运输职业学院,云南省,YN_077,昆明市,云南省,专科,公办,,,,,,,,,
2405,西藏大学,西藏自治区,XZ_001,拉萨市,西藏自治区,本科,公办,211,西藏自治区（7所）,,,,,,,
2406,西藏民族大学,西藏自治区,XZ_002,咸阳市,西藏自治区,本科,公办,,,,,,,,,
2407,西藏藏医学院,西藏自治区,XZ_003,拉萨市,西藏自治区,本科,公办,,,,,,,,,
2408,西藏农牧学院,西藏自治区,XZ_004,林芝市,西藏自治区,本科,公办,,,,,,,,,
2409,西藏警官高等专科学校,西藏自治区,XZ_005,拉萨市,西藏自治区,专科,公办,,,,,,,,,
2410,拉萨师范高等专科学校,西藏自治区,XZ_006,拉萨市,西藏自治区,专科,公办,,,,,,,,,
2411,西藏职业技术学院,西藏自治区,XZ_007,拉萨市,西藏自治区,专科,公办,,,,,,,,,
2412,西北大学,陕西省,SN_001,西安市,陕西省,本科,公办,211,陕西省（93所）,,,,,,,
2413,西安交通大学,陕西省,SN_002,西安市,教育部,本科,公办,211/985,,,,,,,,
2414,西北工业大学,陕西省,SN_003,西安市,工业和信息化部,本科,公办,211/985,,,,,,,,
2415,西安理工大学,陕西省,SN_004,西安市,陕西省,本科,公办,,,,,,,,,
2416,西安电子科技大学,陕西省,SN_005,西安市,教育部,本科,公办,211,,,,,,,,
2417,西安工业大学,陕西省,SN_006,西安市,陕西省,本科,公办,,,,,,,,,
2418,西安建筑科技大学,陕西省,SN_007,西安市,陕西省,本科,公办,,,,,,,,,
2419,西安科技大学,陕西省,SN_008,西安市,陕西省,本科,公办,,,,,,,,,
2420,西安石油大学,陕西省,SN_009,西安市,陕西省,本科,公办,,,,,,,,,
2421,陕西科技大学,陕西省,SN_010,西安市,陕西省,本科,公办,,,,,,,,,
2422,西安工程大学,陕西省,SN_011,西安市,陕西省,本科,公办,,,,,,,,,
2423,长安大学,陕西省,SN_012,西安市,教育部,本科,公办,211,,,,,,,,
2424,西北农林科技大学,陕西省,SN_013,咸阳市,教育部,本科,公办,211/985,,,,,,,,
2425,陕西中医药大学,陕西省,SN_014,咸阳市,陕西省,本科,公办,,,,,,,,,
2426,陕西师范大学,陕西省,SN_015,西安市,教育部,本科,公办,,,,,,,,,
2427,延安大学,陕西省,SN_016,延安市,陕西省,本科,公办,,,,,,,,,
2428,陕西理工大学,陕西省,SN_017,汉中市,陕西省,本科,公办,,,,,,,,,
2429,宝鸡文理学院,陕西省,SN_018,宝鸡市,陕西省,本科,公办,,,,,,,,,
2430,咸阳师范学院,陕西省,SN_019,咸阳市,陕西省,本科,公办,,,,,,,,,
2431,渭南师范学院,陕西省,SN_020,渭南市,陕西省,本科,公办,,,,,,,,,
2432,西安外国语大学,陕西省,SN_021,西安市,陕西省,本科,公办,,,,,,,,,
2433,西北政法大学,陕西省,SN_022,西安市,陕西省,本科,公办,,,,,,,,,
2434,西安体育学院,陕西省,SN_023,西安市,陕西省,本科,公办,,,,,,,,,
2435,西安音乐学院,陕西省,SN_024,西安市,陕西省,本科,公办,,,,,,,,,
2436,西安美术学院,陕西省,SN_025,西安市,陕西省,本科,公办,,,,,,,,,
2437,西安文理学院,陕西省,SN_026,西安市,陕西省,本科,公办,,,,,,,,,
2438,榆林学院,陕西省,SN_027,榆林市,陕西省,本科,公办,,,,,,,,,
2439,商洛学院,陕西省,SN_028,商洛市,陕西省,本科,公办,,,,,,,,,
2440,安康学院,陕西省,SN_029,安康市,陕西省,本科,公办,,,,,,,,,
2441,西安培华学院,陕西省,SN_030,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2442,西安财经学院,陕西省,SN_031,西安市,陕西省,本科,公办,,,,,,,,,
2443,西安邮电大学,陕西省,SN_032,西安市,陕西省,本科,公办,,,,,,,,,
2444,西安航空学院,陕西省,SN_033,西安市,陕西省,本科,公办,,,,,,,,,
2445,西安医学院,陕西省,SN_034,西安市,陕西省,本科,公办,,,,,,,,,
2446,西安欧亚学院,陕西省,SN_035,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2447,西安外事学院,陕西省,SN_036,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2448,西安翻译学院,陕西省,SN_037,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2449,西京学院,陕西省,SN_038,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2450,西安思源学院,陕西省,SN_039,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2451,陕西国际商贸学院,陕西省,SN_040,咸阳市,陕西省教育厅,本科,民办,,,,,,,,,
2452,陕西服装工程学院,陕西省,SN_041,咸阳市,陕西省教育厅,本科,民办,,,,,,,,,
2453,西安交通工程学院,陕西省,SN_042,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2454,西安交通大学城市学院,陕西省,SN_043,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2455,西北大学现代学院,陕西省,SN_044,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2456,西安建筑科技大学华清学院,陕西省,SN_045,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2457,西安财经学院行知学院,陕西省,SN_046,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2458,陕西科技大学镐京学院,陕西省,SN_047,咸阳市,陕西省教育厅,本科,民办,,,,,,,,,
2459,"西安工业大学北方信息工程
学院",陕西省,SN_048,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2460,延安大学西安创新学院,陕西省,SN_049,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2461,西安电子科技大学长安学院,陕西省,SN_050,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2462,西北工业大学明德学院,陕西省,SN_051,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2463,长安大学兴华学院,陕西省,SN_052,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2464,西安理工大学高科学院,陕西省,SN_053,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2465,西安科技大学高新学院,陕西省,SN_054,西安市,陕西省教育厅,本科,民办,,,,,,,,,
2466,陕西学前师范学院,陕西省,SN_055,西安市,陕西省,本科,公办,,,,,,,,,
2467,陕西工业职业技术学院,陕西省,SN_056,咸阳市,陕西省,专科,公办,,,,,,,,,
2468,杨凌职业技术学院,陕西省,SN_057,咸阳市,陕西省,专科,公办,,,,,,,,,
2469,西安电力高等专科学校,陕西省,SN_058,西安市,陕西省,专科,公办,,,,,,,,,
2470,陕西能源职业技术学院,陕西省,SN_059,咸阳市,陕西省,专科,公办,,,,,,,,,
2471,陕西国防工业职业技术学院,陕西省,SN_060,西安市,陕西省,专科,公办,,,,,,,,,
2472,西安航空职业技术学院,陕西省,SN_061,西安市,陕西省,专科,公办,,,,,,,,,
2473,陕西财经职业技术学院,陕西省,SN_062,咸阳市,陕西省,专科,公办,,,,,,,,,
2474,陕西交通职业技术学院,陕西省,SN_063,西安市,陕西省,专科,公办,,,,,,,,,
2475,陕西职业技术学院,陕西省,SN_064,西安市,陕西省,专科,公办,,,,,,,,,
2476,西安高新科技职业学院,陕西省,SN_065,西安市,陕西省教育厅,专科,民办,,,,,,,,,
2477,西安城市建设职业学院,陕西省,SN_066,西安市,陕西省教育厅,专科,民办,,,,,,,,,
2478,陕西铁路工程职业技术学院,陕西省,SN_067,渭南市,陕西省,专科,公办,,,,,,,,,
2479,宝鸡职业技术学院,陕西省,SN_068,宝鸡市,陕西省,专科,公办,,,,,,,,,
2480,陕西航空职业技术学院,陕西省,SN_069,汉中市,陕西省,专科,公办,,,,,,,,,
2481,陕西电子信息职业技术学院,陕西省,SN_070,西安市,陕西省教育厅,专科,民办,,,,,,,,,
2482,陕西邮电职业技术学院,陕西省,SN_071,咸阳市,陕西省,专科,公办,,,,,,,,,
